Altium Designer Pick and Place Locations
E:\ProjectB\FOXBMS\foxbms-1\hardware\hw-master\Sources\Project Outputs for master\Pick Place for master.csv

========================================================================================================================
File Design Information:

Date:       05/03/22
Time:       12:20
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C206","100n/50V","TopLayer","CAPC1608X08N","5975.000","1649.410","180","MLCC"
"C202","100n/50V","TopLayer","CAPC1608X08N","5500.000","1949.410","90","MLCC"
"C208","100n/50V","TopLayer","CAPC1608X08N","5275.000","2418.160","90","MLCC"
"C207","1u/35V","TopLayer","CAPC1608X08N","5362.500","2418.160","90","MLCC"
"C201","2u2/50V","TopLayer","CAPC2012X14N","5906.250","3518.160","90","MLCC"
"IC202","NCS6S1205C","TopLayer","NCS6S1205C","5812.500","2787.406","270","Murata Isolated 6W 4:1 Input Single Output DC/DC Converter"
"C417","100n/50V","TopLayer","CAPC1608X08N","4068.750","2218.160","0","MLCC"
"C405","100n/50V","TopLayer","CAPC1608X08N","4700.000","1268.160","90","MLCC"
"C406","100n/50V","TopLayer","CAPC1608X08N","4712.500","1930.660","90","MLCC"
"C401","100n/50V","TopLayer","CAPC1608X08N","4350.000","961.910","90","MLCC"
"C407","100n/50V","TopLayer","CAPC1608X08N","3475.000","1274.410","180","MLCC"
"C420","100n/50V","TopLayer","CAPC1608X08N","3450.000","1674.410","90","MLCC"
"C409","100n/50V","TopLayer","CAPC1608X08N","3950.000","974.410","270","MLCC"
"C418","100n/50V","TopLayer","CAPC1608X08N","3750.000","2268.160","90","MLCC"
"C419","100n/50V","TopLayer","CAPC1608X08N","3460.000","2015.000","90","MLCC"
"C416","100n/50V","TopLayer","CAPC1608X08N","4250.000","2218.160","0","MLCC"
"C410","100n/50V","TopLayer","CAPC1608X08N","4093.750","943.160","270","MLCC"
"C413","100n/50V","TopLayer","CAPC1608X08N","4756.250","1705.660","0","MLCC"
"C415","100n/50V","TopLayer","CAPC1608X08N","4512.500","2199.410","270","MLCC"
"C412","100n/50V","TopLayer","CAPC1608X08N","4806.250","1474.410","270","MLCC"
"C421","100n/50V","TopLayer","CAPC1608X08N","3450.000","1530.660","90","MLCC"
"C502","100n/50V","TopLayer","CAPC1608X08N","1262.500","1280.660","270","MLCC"
"C503","100n/50V","TopLayer","CAPC1608X08N","568.750","1468.160","180","MLCC"
"C504","100n/50V","TopLayer","CAPC1608X08N","1293.750","1068.160","270","MLCC"
"C506","100n/50V","TopLayer","CAPC1608X08N","1118.750","1561.910","270","MLCC"
"C507","100n/50V","TopLayer","CAPC1608X08N","550.000","824.410","180","MLCC"
"C508","100n/50V","TopLayer","CAPC1608X08N","1125.000","786.910","180","MLCC"
"C705","18p/50V","TopLayer","CAPC1608X08N","5537.543","4000.000","0","MLCC"
"C704","18p/50V","TopLayer","CAPC1608X08N","5418.750","3999.410","180","MLCC"
"D702","MM3Z4V7ST1G","TopLayer","ONSC-SOD-323-2-477-02_V","5586.000","4162.000","90","Zener Voltage Regulator, 300 mW, Tight Tolerance Portfolio, 2-Pin SOD-323, Pb-Free, Tape and Reel"
"R704","680R","TopLayer","RESC1608X05N","5536.559","4061.910","180","SMD Resistor 680R 0603"
"R702","1k5","TopLayer","RESC1608X05N","5509.000","4145.661","90","SMD Resistor 1k5 0603"
"D701","MM3Z4V7ST1G","TopLayer","ONSC-SOD-323-2-477-02_V","5393.750","4161.910","90","Zener Voltage Regulator, 300 mW, Tight Tolerance Portfolio, 2-Pin SOD-323, Pb-Free, Tape and Reel"
"R707","10k","TopLayer","RESC1608X05N","5337.500","4199.410","270","SMD Resistor 10k 0603"
"R706","10R","TopLayer","RESC1608X05N","5268.750","4199.410","90","SMD Resistor 10R 0603"
"T701","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","5300.000","4336.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"R708","10k","TopLayer","RESC1608X05N","4818.750","2830.660","0","SMD Resistor 10k 0603"
"R709","10k","TopLayer","RESC1608X05N","4818.750","2911.910","0","SMD Resistor 10k 0603"
"R710","10k","TopLayer","RESC1608X05N","4818.750","2993.160","0","SMD Resistor 10k 0603"
"C703","100n/50V","TopLayer","CAPC1608X08N","5400.000","3555.660","270","MLCC"
"C701","1u/35V","TopLayer","CAPC1608X08N","5500.000","3530.660","180","MLCC"
"R703","680R","TopLayer","RESC1608X05N","5418.750","4061.910","0","SMD Resistor 680R 0603"
"C706","100n/50V","TopLayer","CAPC1608X08N","5321.880","3186.910","0","MLCC"
"C707","100n/50V","TopLayer","CAPC1608X08N","4987.500","2661.910","180","MLCC"
"R701","1k5","TopLayer","RESC1608X05N","5457.000","4145.571","90","SMD Resistor 1k5 0603"
"R1108","10k","TopLayer","RESC1608X05N","4012.500","2811.910","270","SMD Resistor 10k 0603"
"R1110","10k","TopLayer","RESC1608X05N","3893.750","3293.160","180","SMD Resistor 10k 0603"
"C1105","100n/50V","TopLayer","CAPC1608X08N","3943.209","2665.660","0","MLCC"
"C1107","100n/50V","TopLayer","CAPC1608X08N","3575.000","2674.410","0","MLCC"
"R1112","10k","TopLayer","RESC1608X05N","3893.750","3224.410","180","SMD Resistor 10k 0603"
"R1107","10k","TopLayer","RESC1608X05N","3037.500","2811.910","270","SMD Resistor 10k 0603"
"R1109","10k","TopLayer","RESC1608X05N","2925.000","3293.160","180","SMD Resistor 10k 0603"
"C1104","100n/50V","TopLayer","CAPC1608X08N","2968.000","2665.000","0","MLCC"
"C1106","100n/50V","TopLayer","CAPC1608X08N","2600.000","2674.410","0","MLCC"
"C1103","100n/50V","TopLayer","CAPC1608X08N","4015.207","3618.160","0","MLCC"
"C1101","1u/35V","TopLayer","CAPC1608X08N","4072.293","4003.000","180","MLCC"
"R1111","10k","TopLayer","RESC1608X05N","2925.000","3224.410","180","SMD Resistor 10k 0603"
"D1006","d_si_sma_1A","TopLayer","DIOM4326X24N","4255.758","4236.910","360","Standard Recovery Diode, 100 V, 1 A, Single, 1 V, 2 탎, 30 A"
"R1014","10R","TopLayer","RESC1608X05N","3400.000","2211.910","0","SMD Resistor 10R 0603"
"R1016","10k","TopLayer","RESC1608X05N","3306.250","2305.660","270","SMD Resistor 10k 0603"
"R1018","430R","TopLayer","RESC1608X05N","3400.000","2411.910","0","SMD Resistor 430R 0603"
"T1006","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","3400.000","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"IC1006","AQV252G2SX","TopLayer","SOP254P680X220-6N","3512.500","3361.910","90","PhotoMOS Relay"
"D1004","d_si_sma_1A","TopLayer","DIOM4326X24N","3843.258","4236.910","360","Standard Recovery Diode, 100 V, 1 A, Single, 1 V, 2 탎, 30 A"
"R1008","10R","TopLayer","RESC1608X05N","3206.250","2211.910","0","SMD Resistor 10R 0603"
"R1010","10k","TopLayer","RESC1608X05N","3112.500","2305.660","270","SMD Resistor 10k 0603"
"R1012","430R","TopLayer","RESC1608X05N","3206.250","2411.910","180","SMD Resistor 430R 0603"
"T1004","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","3206.250","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"IC1004","AQV252G2SX","TopLayer","SOP254P680X220-6N","3300.000","2774.410","180","PhotoMOS Relay"
"D1002","d_si_sma_1A","TopLayer","DIOM4326X24N","3430.758","4236.910","360","Standard Recovery Diode, 100 V, 1 A, Single, 1 V, 2 탎, 30 A"
"R1002","10R","TopLayer","RESC1608X05N","3012.500","2211.910","0","SMD Resistor 10R 0603"
"R1004","10k","TopLayer","RESC1608X05N","2918.750","2305.660","270","SMD Resistor 10k 0603"
"R1006","430R","TopLayer","RESC1608X05N","3012.500","2411.910","180","SMD Resistor 430R 0603"
"T1002","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","3012.500","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"IC1002","AQV252G2SX","TopLayer","SOP254P680X220-6N","3300.000","3061.910","180","PhotoMOS Relay"
"D1005","d_si_sma_1A","TopLayer","DIOM4326X24N","3018.258","4236.910","360","Standard Recovery Diode, 100 V, 1 A, Single, 1 V, 2 탎, 30 A"
"R1013","10R","TopLayer","RESC1608X05N","2818.750","2211.910","0","SMD Resistor 10R 0603"
"R1015","10k","TopLayer","RESC1608X05N","2725.000","2305.660","270","SMD Resistor 10k 0603"
"R1017","430R","TopLayer","RESC1608X05N","2818.750","2411.910","180","SMD Resistor 430R 0603"
"T1005","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","2818.750","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"IC1005","AQV252G2SX","TopLayer","SOP254P680X220-6N","2537.500","3361.910","90","PhotoMOS Relay"
"D1003","d_si_sma_1A","TopLayer","DIOM4326X24N","2605.758","4236.910","360","Standard Recovery Diode, 100 V, 1 A, Single, 1 V, 2 탎, 30 A"
"R1007","10R","TopLayer","RESC1608X05N","2625.000","2211.910","0","SMD Resistor 10R 0603"
"R1009","10k","TopLayer","RESC1608X05N","2531.250","2305.660","270","SMD Resistor 10k 0603"
"R1011","430R","TopLayer","RESC1608X05N","2625.000","2411.910","180","SMD Resistor 430R 0603"
"T1003","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","2625.000","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"IC1003","AQV252G2SX","TopLayer","SOP254P680X220-6N","2325.000","3061.910","180","PhotoMOS Relay"
"D1001","d_si_sma_1A","TopLayer","DIOM4326X24N","2193.258","4236.910","360","Standard Recovery Diode, 100 V, 1 A, Single, 1 V, 2 탎, 30 A"
"R1001","10R","TopLayer","RESC1608X05N","2431.250","2211.910","0","SMD Resistor 10R 0603"
"R1003","10k","TopLayer","RESC1608X05N","2337.500","2305.660","270","SMD Resistor 10k 0603"
"R1005","430R","TopLayer","RESC1608X05N","2431.250","2411.910","180","SMD Resistor 430R 0603"
"R904","10k","TopLayer","RESC1608X05N","1456.250","2899.410","90","SMD Resistor 10k 0603"
"R903","10k","TopLayer","RESC1608X05N","2012.500","2386.910","180","SMD Resistor 10k 0603"
"R902","120R","TopLayer","RESC1608X05N","1887.500","2993.160","90","SMD Resistor 120R 0603"
"IC901","NCV317MBSTT3G","TopLayer","SOT230P700X180-4N","1837.500","3249.410","270","500mA Adjustable Output, Positive Voltage Regulator"
"R806","10R","TopLayer","RESC1608X05N","4743.750","2530.660","0","SMD Resistor 10R 0603"
"R805","10k","TopLayer","RESC1608X05N","4743.750","2593.160","0","SMD Resistor 10k 0603"
"T801","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","4743.750","2699.410","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"R907","430R","TopLayer","RESC1608X05N","2237.500","2411.910","180","SMD Resistor 430R 0603"
"R908","10k","TopLayer","RESC1608X05N","2143.750","2305.660","90","SMD Resistor 10k 0603"
"R909","10R","TopLayer","RESC1608X05N","2237.500","2211.910","0","SMD Resistor 10R 0603"
"T902","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","2237.500","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"T1001","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","2431.250","2311.910","90","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
"IC1001","AQV252G2SX","TopLayer","SOP254P680X220-6N","2325.000","2780.660","180","PhotoMOS Relay"
"R1502","10k","TopLayer","RESC1608X05N","3131.250","336.910","180","SMD Resistor 10k 0603"
"R1501","10k","TopLayer","RESC1608X05N","3456.250","511.910","0","SMD Resistor 10k 0603"
"C1501","100n/50V","TopLayer","CAPC1608X08N","3337.500","624.410","180","MLCC"
"R1402","27R","TopLayer","RESC1608X05N","4728.130","4280.660","180","SMD Resistor 27R 0603"
"R1401","27R","TopLayer","RESC1608X05N","4641.139","4119.160","90","SMD Resistor 27R 0603"
"C807","100n/50V","TopLayer","CAPC1608X08N","4543.750","3149.410","180","MLCC"
"R804","430R","TopLayer","RESC1608X05N","4800.000","3080.660","180","SMD Resistor 430R 0603"
"R803","10k","TopLayer","RESC1608X05N","4943.750","3561.910","270","SMD Resistor 10k 0603"
"C804","4n7/50V","TopLayer","CAPC1608X08N","4913.520","4084.000","0","MLCC"
"R802","62R","TopLayer","RESC1608X05N","4912.500","4143.000","0","SMD Resistor 62R 0603"
"R801","62R","TopLayer","RESC1608X05N","4913.000","4199.000","180","SMD Resistor 62R 0603"
"C801","1u/35V","TopLayer","CAPC1608X08N","4816.000","3995.000","180","MLCC"
"C803","100n/50V","TopLayer","CAPC1608X08N","4750.000","3755.660","270","MLCC"
"C802","100n/50V","TopLayer","CAPC1608X08N","4737.500","3924.410","90","MLCC"
"R910","430R","TopLayer","RESC1608X05N","1512.500","2580.660","90","SMD Resistor 430R 0603"
"R906","330R","TopLayer","RESC1608X05N","1975.000","3543.160","90","SMD Resistor 330R 0603"
"R911","10k","TopLayer","RESC1608X05N","1418.750","2693.160","180","SMD Resistor 10k 0603"
"R912","10R","TopLayer","RESC1608X05N","1418.750","2761.910","180","SMD Resistor 10R 0603"
"T903","IRLML0100TRPBF","TopLayer","SOT95P237X110-3N","1418.750","2586.910","270","MOSFET-Transistor, n-Kanal, 1.6 A, 100 V, 0.178 ohm, 10 V, 2.5 V"
