Altium Designer Pick and Place Locations
E:\ProjectB\FOXBMS\foxbms-1\hardware\hw-slave-18-ltc6813-1\Sources\Project Outputs for slave-18-ltc6813-1\Pick Place for slave.csv

========================================================================================================================
File Design Information:

Date:       05/03/22
Time:       13:19
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R1403_1","270R","TopLayer","RESC1608X05N","5345.667","2512.502","360","SMD Resistor 270R 0603"
"TP1401_1","Testpoint_Square","TopLayer","Testpoint_S1","5861.710","2331.250","0","Testpoint, square"
"TP1402_1","Testpoint_Square","TopLayer","Testpoint_S1","5862.500","2387.500","0","Testpoint, square"
"TP1403_1","Testpoint_Square","TopLayer","Testpoint_S1","5550.000","2512.500","180","Testpoint, square"
"C1402_1","1u/50V","TopLayer","CAPC2012X14N","5522.500","2325.000","270","MLCC"
"C1403_1","1u/50V","TopLayer","CAPC2012X14N","5452.500","2325.000","270","MLCC"
"C1401_1","1u/50V","TopLayer","CAPC2012X14N","5595.659","2325.000","270","MLCC"
"C1400_1","100n/200V","TopLayer","CAPC3216X18N","5100.000","2350.000","90","MLCC"
"IC801_1","M24M02-DWMN3TP/K","TopLayer","SOIC127P600X175-8N","5912.500","1906.250","270","Automotive 2-Mbit serial I²C 
bus EEPROM with 1 MHz clock"
"SJ300","0R","TopLayer","RESC1608X05N","4425.790","487.990","360","SMD Resistor 0R 0603"
"SJ301","0R","TopLayer","RESC1608X05N","6025.000","487.500","0","SMD Resistor 0R 0603"
"Z1311_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3274.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1310_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3174.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1309_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3074.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1308_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2974.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1307_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2874.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1306_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2774.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1305_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3874.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1304_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3774.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1303_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3674.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1302_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3574.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1301_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3474.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1300_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","3374.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"C1312_2","10n/100V","TopLayer","CAPC1608X08N","2724.210","1299.510","270","MLCC"
"C1313_2","10n/100V","TopLayer","CAPC1608X08N","2824.210","1299.510","270","MLCC"
"C1314_2","10n/100V","TopLayer","CAPC1608X08N","2924.210","1299.510","270","MLCC"
"C1315_2","10n/100V","TopLayer","CAPC1608X08N","3024.210","1299.510","270","MLCC"
"C1316_2","10n/100V","TopLayer","CAPC1608X08N","3124.210","1299.510","270","MLCC"
"C1317_2","10n/100V","TopLayer","CAPC1608X08N","3224.210","1299.510","270","MLCC"
"C1300_2","10n/100V","TopLayer","CAPC1608X08N","3324.210","1299.510","270","MLCC"
"C1301_2","10n/100V","TopLayer","CAPC1608X08N","3424.210","1299.510","270","MLCC"
"C1302_2","10n/100V","TopLayer","CAPC1608X08N","3524.210","1299.510","270","MLCC"
"C1303_2","10n/100V","TopLayer","CAPC1608X08N","3624.210","1299.510","270","MLCC"
"C1304_2","10n/100V","TopLayer","CAPC1608X08N","3724.210","1299.510","270","MLCC"
"C1305_2","10n/100V","TopLayer","CAPC1608X08N","3824.210","1299.510","270","MLCC"
"F300","fuse_0.5A_0448.500MR","TopLayer","LITTLEFUSE_448","4424.210","687.010","90","Fuse, Surface Mount, NANO2 Series, 500 mA, 125 VAC, 32 VDC, Very Fast Acting, SMD"
"F320","fuse_0.5A_0448.500MR","TopLayer","LITTLEFUSE_448","6025.000","687.500","90","Fuse, Surface Mount, NANO2 Series, 500 mA, 125 VAC, 32 VDC, Very Fast Acting, SMD"
"F307","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5000.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F308","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5075.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F309","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5150.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F310","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5225.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F311","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5300.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F312","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5375.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F313","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5450.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F314","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5525.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F315","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5600.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F316","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5675.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F317","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5750.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F318","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5825.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F319","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","5900.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"R1530","3k3","TopLayer","RESC1608X05N","3187.500","2775.000","270","SMD Resistor 3k3 0603"
"T1506","NX2301P,215","TopLayer","NXP-SOT23_N","3300.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1524","130R","TopLayer","RESC5025X07N","3275.000","3575.000","90","SMD Resistor 130R 2010"
"R1518","130R","TopLayer","RESC5025X07N","3275.000","3125.000","270","SMD Resistor 130R 2010"
"R1531","3k3","TopLayer","RESC1608X05N","3412.500","2775.000","270","SMD Resistor 3k3 0603"
"T1507","NX2301P,215","TopLayer","NXP-SOT23_N","3525.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1525","130R","TopLayer","RESC5025X07N","3500.000","3575.000","90","SMD Resistor 130R 2010"
"R1519","130R","TopLayer","RESC5025X07N","3500.000","3125.000","270","SMD Resistor 130R 2010"
"R1532","3k3","TopLayer","RESC1608X05N","3637.500","2775.000","270","SMD Resistor 3k3 0603"
"T1508","NX2301P,215","TopLayer","NXP-SOT23_N","3750.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1526","130R","TopLayer","RESC5025X07N","3725.000","3575.000","90","SMD Resistor 130R 2010"
"R1520","130R","TopLayer","RESC5025X07N","3725.000","3125.000","270","SMD Resistor 130R 2010"
"R1533","3k3","TopLayer","RESC1608X05N","3862.500","2775.000","270","SMD Resistor 3k3 0603"
"T1509","NX2301P,215","TopLayer","NXP-SOT23_N","3975.588","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1527","130R","TopLayer","RESC5025X07N","3950.000","3575.000","90","SMD Resistor 130R 2010"
"R1521","130R","TopLayer","RESC5025X07N","3950.000","3125.000","270","SMD Resistor 130R 2010"
"R1534","3k3","TopLayer","RESC1608X05N","4087.500","2775.000","270","SMD Resistor 3k3 0603"
"T1510","NX2301P,215","TopLayer","NXP-SOT23_N","4199.210","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1528","130R","TopLayer","RESC5025X07N","4175.000","3575.000","90","SMD Resistor 130R 2010"
"R1522","130R","TopLayer","RESC5025X07N","4175.000","3125.000","270","SMD Resistor 130R 2010"
"R1535","3k3","TopLayer","RESC1608X05N","4312.500","2775.000","270","SMD Resistor 3k3 0603"
"T1511","NX2301P,215","TopLayer","NXP-SOT23_N","4425.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1529","130R","TopLayer","RESC5025X07N","4400.000","3575.000","90","SMD Resistor 130R 2010"
"R1523","130R","TopLayer","RESC5025X07N","4400.000","3125.000","270","SMD Resistor 130R 2010"
"R1512","3k3","TopLayer","RESC1608X05N","4537.500","2775.000","270","SMD Resistor 3k3 0603"
"T1500","NX2301P,215","TopLayer","NXP-SOT23_N","4650.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1506","130R","TopLayer","RESC5025X07N","4625.000","3575.000","90","SMD Resistor 130R 2010"
"R1500","130R","TopLayer","RESC5025X07N","4626.181","3125.000","270","SMD Resistor 130R 2010"
"R1513","3k3","TopLayer","RESC1608X05N","4762.500","2775.000","270","SMD Resistor 3k3 0603"
"T1501","NX2301P,215","TopLayer","NXP-SOT23_N","4875.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1507","130R","TopLayer","RESC5025X07N","4850.000","3575.000","90","SMD Resistor 130R 2010"
"R1501","130R","TopLayer","RESC5025X07N","4850.000","3125.000","270","SMD Resistor 130R 2010"
"R1514","3k3","TopLayer","RESC1608X05N","4987.500","2775.000","270","SMD Resistor 3k3 0603"
"R1508","130R","TopLayer","RESC5025X07N","5075.000","3575.000","90","SMD Resistor 130R 2010"
"R1502","130R","TopLayer","RESC5025X07N","5075.000","3125.000","270","SMD Resistor 130R 2010"
"R1515","3k3","TopLayer","RESC1608X05N","5212.500","2775.000","270","SMD Resistor 3k3 0603"
"T1503","NX2301P,215","TopLayer","NXP-SOT23_N","5325.490","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1509","130R","TopLayer","RESC5025X07N","5300.000","3575.000","90","SMD Resistor 130R 2010"
"R1503","130R","TopLayer","RESC5025X07N","5300.000","3125.000","270","SMD Resistor 130R 2010"
"C106_1","10n/100V","TopLayer","CAPC1608X08N","5737.500","2350.000","0","MLCC"
"R108_1","100R","TopLayer","RESC1608X05N","4131.250","968.750","360","SMD Resistor 100R 0603"
"C102_1","1u/50V","TopLayer","CAPC2012X14N","262.010","2423.290","0","MLCC"
"C101_1","1u/50V","TopLayer","CAPC2012X14N","3831.250","1037.500","180","MLCC"
"R1516","3k3","TopLayer","RESC1608X05N","5437.500","2775.000","270","SMD Resistor 3k3 0603"
"T1504","NX2301P,215","TopLayer","NXP-SOT23_N","5550.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1510","130R","TopLayer","RESC5025X07N","5524.210","3575.000","90","SMD Resistor 130R 2010"
"R1504","130R","TopLayer","RESC5025X07N","5525.000","3125.000","270","SMD Resistor 130R 2010"
"R1517","3k3","TopLayer","RESC1608X05N","5666.063","2775.000","270","SMD Resistor 3k3 0603"
"T1505","NX2301P,215","TopLayer","NXP-SOT23_N","5775.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1511","130R","TopLayer","RESC5025X07N","5750.000","3575.000","90","SMD Resistor 130R 2010"
"R1505","130R","TopLayer","RESC5025X07N","5750.000","3125.000","270","SMD Resistor 130R 2010"
"Z1311_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5374.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1310_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5274.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1309_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5174.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1308_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5074.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1307_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4974.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1306_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4874.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1305_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5974.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1304_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5874.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1303_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5774.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1302_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5674.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1301_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5574.210","1399.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1300_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","5474.210","1499.510","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"C1312_1","10n/100V","TopLayer","CAPC1608X08N","4825.000","1300.000","270","MLCC"
"C1313_1","10n/100V","TopLayer","CAPC1608X08N","4924.210","1299.510","270","MLCC"
"C1314_1","10n/100V","TopLayer","CAPC1608X08N","5024.210","1299.510","270","MLCC"
"C1315_1","10n/100V","TopLayer","CAPC1608X08N","5124.210","1299.510","270","MLCC"
"C1316_1","10n/100V","TopLayer","CAPC1608X08N","5224.210","1299.510","270","MLCC"
"C1317_1","10n/100V","TopLayer","CAPC1608X08N","5324.210","1299.510","270","MLCC"
"C1300_1","10n/100V","TopLayer","CAPC1608X08N","5424.210","1299.510","270","MLCC"
"C1301_1","10n/100V","TopLayer","CAPC1608X08N","5524.210","1299.510","270","MLCC"
"C1302_1","10n/100V","TopLayer","CAPC1608X08N","5624.210","1299.510","270","MLCC"
"C1303_1","10n/100V","TopLayer","CAPC1608X08N","5724.210","1299.510","270","MLCC"
"C1304_1","10n/100V","TopLayer","CAPC1608X08N","5824.210","1299.510","270","MLCC"
"C1305_1","10n/100V","TopLayer","CAPC1608X08N","5924.210","1299.510","270","MLCC"
